港澳频道,#genre#
AMC电影台,http://50.7.137.106:8080/AMC/index.m3u8?token=test
AMC电影台,https://stream1.freetv.fun/amcdian-ying-1.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
EYETV戏剧台,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=ME3E6686724066867240&ct=19254&tsum=728fc49fcd53cd770381ffd87883b1d1
EYETV戏剧台,http://50.7.234.10:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=MBCB2433143824331438&ct=19254&tsum=51660c351b3991d81434e43bd1ab720e
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧台,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧台,https://stream1.freetv.fun/ba-da-xi-ju-1.m3u8
榜单电影台,http://allinone.netsite.cc/douyu/8770422
采昌影剧台,https://stream1.freetv.fun/cai-chang-ying-ju-4.ctv
电影[768p],http://pull.kktv8.com/livekktv/99350550.flv
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森电影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森电影台,https://stream1.freetv.fun/dong-sen-dian-ying-1.m3u8
东森戏剧台,http://50.7.234.10:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森戏剧台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8530/.m3u8
公视戏剧台,https://stream1.freetv.fun/gong-shi-xi-ju-4.ctv
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MECE5611281156112811&ct=19225&tsum=ad8884ee16b04f885f24bae98fc5fb9f
好莱坞电影台,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF6F7143280071432800&ct=19211&tsum=c0bc00f05a03eb1bef16741e9fd9737e
好莱坞电影台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8554/.m3u8
金马影院,https://pull.kktv8.com/livekktv/128600025.flv
靖天戏剧台,https://stream1.freetv.fun/jing-tian-xi-ju-3.ctv
靖洋戏剧台,https://stream1.freetv.fun/jing-yang-xi-ju-4.ctv
句容影院,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8?zjiangsd
开心影院,http://pull.kktv8.com/livekktv/128600025.flv
龙华电影台,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影台,https://stream1.freetv.fun/long-hua-dian-ying-4.ctv
龙华戏剧台,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF2F2793524427935244&ct=19249&tsum=db1ef83fbbbae9a364979295fd690f7d
龙华戏剧台,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧台,https://stream1.freetv.fun/long-hua-xi-ju-7.ctv
美亚电影台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
民视影剧台,https://stream1.freetv.fun/min-shi-ying-ju-1.ctv
民视影剧台,https://stream1.freetv.fun/min-shi-ying-ju-2.ctv
三立戏剧台,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧台,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
